Number of layers,Lower vertical position,Upper vertical position,Pixel size,Lower grey threshold,Upper grey threshold,Total VOI volume,Object volume,Percent object volume,Total VOI surface,Object surface,Intersection surface,Object surface / volume ratio,Object surface density,Surface convexity index,Centroid (x),Centroid (y),Centroid (z),Moment of inertia (x),Moment of inertia (y),Moment of inertia (z),Polar moment of inertia,Radius of gyration (x),Radius of gyration (y),Radius of gyration (z),Polar radius of gyration,Product of inertia (xy),Product of inertia (xz),Product of inertia (yz),Total orientation (theta),Total orientation (phi),Structure model index,Structure thickness,Structure linear density,Structure separation,Fractal dimension,Number of objects,Number of closed pores,Volume of closed pores,Surface of closed pores,Closed porosity (percent),Volume of open pore space,Open porosity (percent),Total volume of pore space,Total porosity (percent),Height
689.0,6.89929,20.57859,19.88269,,,155.33666,50.56244,32.55023,195.66982,525.67378,55.27355,10.39653,3.38409,1.99894,1.94386,1.8845,13.62936,866.75268,864.96261,91.26661,911.49094,4.13902,4.13474,1.34309,4.2445,-0.87312,-5.04894,4.40281,0.49595,138.83644,1.15362,0.38632,0.84258,0.70427,2.48739,20.0,71.0,0.04025,2.64229,0.07954,104.73397,67.42386,104.77422,67.44977,57.373894
951.0,1.69003,20.57859,19.88269,,,227.92018,75.15192,32.97291,270.18934,916.40456,74.56094,12.19403,4.02073,0.85873,1.95521,1.944,11.46003,2341.74248,2336.37679,145.57763,2411.84845,5.58133,5.57494,1.3916,5.66426,-2.58331,13.82681,-0.23154,0.36077,358.97076,0.42253,0.32372,1.01857,0.60015,2.54188,37.0,227.0,0.06907,6.75463,0.09183,152.69918,66.99678,152.76826,67.02709,59.113431000000006
951.0,1.69003,20.57859,19.88269,,,321.72265,113.26709,35.20644,326.03608,1281.07781,91.59231,11.31024,3.98193,1.38361,2.32828,2.29324,11.21528,3475.11688,3474.94105,304.80595,3627.43194,5.53774,5.5376,1.64006,5.6578,0.483,-4.8602,-32.35858,0.59134,261.45025,0.734,0.34486,1.02088,0.55973,2.61601,57.0,373.0,0.12808,11.98896,0.11295,208.32748,64.75375,208.45556,64.79356,61.113431000000006
750.0,5.38821,20.28035,19.88269,,,406.54691,138.10149,33.96939,345.76186,1520.50273,94.94354,11.01004,3.74004,0.85763,2.93973,2.95717,12.97672,2781.8787,2782.19216,593.93859,3079.00472,4.48758,4.48783,2.07355,4.72116,-5.4405,18.33763,-31.36613,0.95308,300.38519,0.46737,0.33417,1.01652,0.64097,2.63167,29.0,306.0,0.25211,15.22475,0.18222,268.19331,65.9686,268.44541,66.03061,62.283428
742.0,4.89114,19.62422,19.88269,,,279.88109,95.72116,34.20065,278.57719,1066.91588,82.76815,11.14608,3.81203,0.85936,2.43345,2.404,12.60669,1902.57594,1902.39795,293.29529,2049.13459,4.45769,4.45748,1.75021,4.6262,1.54041,-4.58205,18.79956,0.68856,103.64757,0.4626,0.33416,1.02349,0.63813,2.61078,33.0,274.0,0.15715,10.39741,0.16391,184.00278,65.7432,184.15993,65.79935,64.225768
351.0,13.61964,20.57859,19.88269,,,144.38865,50.7776,35.16731,160.07916,602.86213,44.48868,11.8726,4.17527,0.51596,2.60185,2.61144,17.09684,298.45957,298.27188,169.28277,383.00711,2.42424,2.42347,1.82574,2.74622,0.39266,-0.42092,-2.3902,1.07862,259.86314,0.26075,0.31434,1.11875,0.56771,2.61895,17.0,142.0,0.08228,5.52347,0.16179,93.52876,64.7757,93.61105,64.83269,66.7099115
244.0,1.69003,6.52152,19.88269,,,65.16462,20.17767,30.96414,93.45782,234.97316,24.57065,11.64521,3.60584,1.36887,1.97922,2.03672,4.15719,64.04651,62.38984,44.11418,85.27526,1.78121,1.75802,1.47828,2.05532,1.52116,0.08654,0.15208,0.57698,60.18033,0.70529,0.32896,0.94129,0.6701,2.47007,14.0,55.0,0.0262,2.21866,0.12966,44.96076,68.99566,44.98695,69.03586,67.4105775
383.0,12.9834,20.57859,19.88269,,,90.85733,31.48483,34.65304,122.28077,368.11221,38.95425,11.69173,4.05154,1.78243,1.95059,1.93904,16.85116,186.68267,184.48722,62.45572,216.81281,2.43426,2.4199,1.40799,2.62336,0.28641,1.09072,4.43758,2.14168,76.3084,0.91471,0.32914,1.05284,0.58826,2.53484,9.0,59.0,0.02734,2.07503,0.08676,59.34516,65.31686,59.3725,65.34696,68.6780995
889.0,1.69003,19.34586,19.88269,,,204.45228,68.61589,33.56083,248.36643,808.93792,67.94086,11.78937,3.95661,1.1322,1.90975,1.91343,10.56297,1844.75779,1845.77419,125.01658,1907.77428,5.18411,5.18554,1.34955,5.27191,-1.34495,-8.96957,-0.75988,0.29985,184.7954,0.57622,0.31827,1.05448,0.59626,2.54316,41.0,227.0,0.18703,10.12243,0.27184,135.64935,66.34769,135.83639,66.43917,70.0517945
663.0,7.41624,20.57859,19.88269,,,258.30556,86.37768,33.44012,257.45604,981.24093,71.02517,11.35989,3.79876,1.52489,2.47176,2.48998,13.93983,1407.82313,1399.71454,262.78653,1535.1621,4.0361,4.02446,1.74377,4.21469,3.22613,-17.16328,-0.64193,0.85937,182.31926,0.80541,0.33039,1.01213,0.63861,2.60875,30.0,178.0,0.11761,7.37779,0.13597,171.81027,66.51435,171.92788,66.55988,73.3997415
892.0,1.69003,19.40551,19.88269,,,218.12686,73.29054,33.59996,258.22323,908.81265,71.17606,12.40014,4.16644,0.75015,1.97237,1.95295,10.7254,2033.77439,2035.46892,145.59108,2107.4172,5.26712,5.26931,1.40925,5.36163,1.12706,-1.15062,-5.9039,0.1824,258.93048,0.36297,0.31312,1.07306,0.5856,2.54877,29.0,170.0,0.10665,7.6389,0.1453,144.72968,66.35115,144.83633,66.40004,75.054777
951.0,1.69003,20.57859,19.88269,,,376.37162,126.15229,33.51801,355.97046,1485.42838,92.19474,11.77488,3.94671,2.10076,2.47323,2.49401,11.07523,3951.6057,3950.98308,396.99656,4149.79267,5.59473,5.59429,1.77331,5.73331,-1.34616,-17.95604,8.39299,0.31957,154.92997,1.07046,0.33761,0.99281,0.53083,2.64737,38.0,363.0,0.14492,11.98518,0.11475,250.0744,66.44348,250.21933,66.48199,82.11343099999999
951.0,1.69003,20.57859,19.88269,,,973.46673,328.68587,33.76447,610.96399,3844.14859,150.00265,11.69551,3.94893,2.08973,4.04062,4.0641,11.26454,11129.82264,11131.62449,2673.69321,12467.57017,5.81694,5.81741,2.85106,6.15661,-1.27317,20.89122,-19.31178,0.19277,317.25521,1.07207,0.33916,0.99554,0.51733,2.70376,55.0,853.0,0.33545,27.94074,0.10195,644.44541,66.20107,644.78085,66.23553,84.11343099999999
951.0,1.69003,20.57859,19.88269,,,894.28508,301.52693,33.71709,581.44047,3618.1294,153.81747,11.99936,4.04583,2.08186,3.8647,3.87254,11.13093,10204.18629,10193.07636,2270.644,11333.95333,5.81519,5.81202,2.74315,6.12866,-3.60239,24.1096,-10.32785,0.18952,336.7641,1.04099,0.33093,1.01886,0.50921,2.70779,52.0,822.0,0.33638,27.77764,0.11143,592.42177,66.24529,592.75815,66.28291,86.11343099999999
951.0,1.69003,20.57859,19.88269,,,770.36615,253.62933,32.92322,533.29372,3049.85987,132.44793,12.02487,3.95897,2.48279,3.60744,3.60516,11.15828,8378.6128,8389.82672,1647.10467,9207.77209,5.745,5.74884,2.54721,6.02256,-3.17879,24.51961,-6.36709,0.21565,345.44289,1.23883,0.33336,0.98763,0.52771,2.68904,66.0,540.0,0.25046,19.34987,0.09865,516.48636,67.04427,516.73682,67.07678,87.11343099999999
951.0,1.69003,20.57859,19.88269,,,749.18975,245.93201,32.8264,524.41958,2954.94685,128.99051,12.0153,3.94419,2.48844,3.5571,3.55196,11.13707,8136.01967,8129.82568,1545.65855,8905.75195,5.74913,5.74694,2.50584,6.01494,2.97945,-4.1749,-2.03759,0.04041,206.05222,1.24264,0.33281,0.98635,0.52826,2.68498,74.0,586.0,0.24615,19.40197,0.09999,503.01159,67.14075,503.25774,67.1736,89.11343099999999
864.0,1.69003,18.84879,19.88269,,,315.37334,101.7334,32.25808,312.68359,1251.0905,77.69253,12.29774,3.96701,3.07125,2.41855,2.40661,10.14257,2647.91401,2648.03668,299.3261,2797.6384,5.09881,5.09893,1.71431,5.24099,-0.14591,-12.39796,8.18164,0.36238,146.57841,1.49845,0.32984,0.97798,0.51939,2.63657,42.0,184.0,0.07456,6.00318,0.07323,213.56538,67.71827,213.63994,67.74192,91.026941
849.0,3.71806,20.57859,19.88269,,,498.11494,149.01773,29.91633,402.46529,1831.58976,91.16728,12.29109,3.67704,2.5604,3.05511,3.08926,12.07807,3965.28202,3955.23868,698.46583,4309.49326,5.15596,5.14942,2.16394,5.37509,-2.29712,21.12482,-17.97095,0.48735,319.5186,1.24988,0.31855,0.93914,0.58258,2.63327,42.0,310.0,0.22744,13.56916,0.15239,348.86977,70.038,349.09721,70.08367,94.2148325
855.0,1.69003,18.66985,19.88269,,,423.75325,120.86805,28.52321,367.49289,1566.32554,81.44258,12.95897,3.69632,1.80781,2.8262,2.81677,10.2815,3098.85167,3104.98914,482.85485,3343.34783,5.06165,5.06666,1.99802,5.25754,-1.43002,-2.2066,8.7134,0.19648,104.27048,0.83702,0.30526,0.93439,0.62679,2.62552,44.0,270.0,0.12808,9.37981,0.10586,302.75711,71.44656,302.8852,71.47679,96.017994
826.0,4.17537,20.57859,19.88269,,,383.65092,107.56056,28.03605,344.12522,1315.83942,74.85182,12.23348,3.42978,2.67963,2.74694,2.70967,12.07831,2552.22253,2556.45683,392.79221,2750.73579,4.86872,4.87275,1.91001,5.05452,-2.10642,-1.60448,-12.5588,0.33518,262.75944,1.31424,0.31993,0.87632,0.62922,2.6161,47.0,316.0,0.23007,13.32676,0.21344,275.86029,71.90398,276.09036,71.96395,99.237698
951.0,1.69003,20.57859,19.88269,,,667.92262,175.73012,26.30995,491.04698,2090.55069,106.76753,11.89637,3.12993,2.11051,3.33769,3.35527,10.99754,5744.61956,5741.66364,982.18493,6234.23407,5.71535,5.71388,2.36324,5.95393,-5.25519,13.48686,4.64011,0.17148,18.94667,1.06445,0.3251,0.8093,0.72587,2.58696,56.0,481.0,0.41937,22.40104,0.23808,491.77313,73.62726,492.1925,73.69005,100.11343099999999
951.0,1.69003,20.57859,19.88269,,,572.43076,149.94856,26.19506,449.53554,1846.72765,91.50769,12.31574,3.22612,2.11891,3.09006,3.1317,11.2215,4733.61911,4732.94325,710.09033,5088.32635,5.61635,5.61595,2.17528,5.82298,-5.06468,0.22084,-0.92837,0.0136,283.44284,1.03229,0.31601,0.82892,0.71338,2.57487,54.0,380.0,0.30733,17.47313,0.20454,422.17486,73.75125,422.4822,73.80494,102.11343099999999
684.0,6.99871,20.57859,19.88269,,,215.84821,59.53145,27.58024,234.97362,751.77084,54.05613,12.62813,3.48287,2.5908,2.26653,2.21167,13.78835,1005.29817,1001.56382,151.55069,1079.20634,4.10731,4.09967,1.59474,4.25561,-0.82786,5.38147,1.49111,0.37467,15.50399,1.23096,0.30635,0.90029,0.64427,2.55929,24.0,151.0,0.11378,6.47296,0.19077,156.20297,72.36705,156.31676,72.41976,103.37886499999999
951.0,1.69003,20.57859,19.88269,,,511.90649,130.69967,25.53194,421.98547,1648.07118,85.74474,12.60961,3.21948,2.19752,2.93005,2.90186,11.02158,4109.37599,4094.61954,563.69061,4383.84307,5.60492,5.59484,2.07588,5.78907,-3.18282,11.12994,-10.33259,0.2461,317.00474,1.04564,0.30546,0.83585,0.72312,2.58407,60.0,314.0,0.26986,15.19706,0.20605,380.93697,74.41534,381.20683,74.46806,105.11343099999999
625.0,1.69003,14.09683,19.88269,,,307.40762,81.69055,26.57402,280.62672,1046.58166,62.06227,12.81154,3.40454,2.29504,2.78576,2.80408,8.13458,1231.26461,1232.64498,322.25003,1393.07981,3.8806,3.88277,1.98527,4.12772,0.30249,-12.63127,17.33345,1.34909,126.1172,1.07483,0.29926,0.88799,0.67804,2.59292,60.0,229.0,0.17588,10.17114,0.21484,225.54119,73.36877,225.71707,73.42598,106.789343
487.0,8.78815,18.45114,19.88269,,,686.97455,95.92556,13.96348,468.56299,1046.46663,18.9566,10.90915,1.5233,2.11892,3.53957,4.40205,13.58168,967.46136,1024.04463,498.22825,1244.86712,3.17463,3.26615,2.27819,3.60112,-36.98502,221.31751,-117.46361,24.00584,332.27926,1.1654,0.35254,0.39608,2.24641,2.55467,45.0,91.0,0.12015,5.77798,0.12509,590.92884,86.01903,591.04899,86.03652,110.3619645
791.0,1.69003,17.39736,19.88269,,,279.3763,88.61771,31.71984,283.89584,1077.43639,75.75624,12.15825,3.85658,1.10094,2.25722,2.31791,9.72852,2055.85857,2056.97106,256.57985,2184.70474,4.81564,4.81694,1.70125,4.96425,-0.3705,5.61342,8.36855,0.32067,56.13535,0.5433,0.31737,0.99947,0.65953,2.59314,21.0,190.0,0.10098,7.1311,0.11383,190.65761,68.24402,190.75859,68.28016,111.9543695
872.0,3.26076,20.57859,19.88269,,,799.08481,205.85282,25.76107,532.47988,2839.60784,103.4379,13.79436,3.55358,4.2,3.84099,3.79343,11.80803,6000.70156,5991.62243,1508.25354,6750.28877,5.39427,5.39019,2.70439,5.72128,-5.44147,28.56654,9.27129,0.38282,17.95865,1.82684,0.29604,0.87018,0.58209,2.66471,110.0,475.0,0.27505,17.15596,0.13344,592.95693,74.20451,593.23198,74.23893,119.1919675
838.0,1.69003,18.33184,19.88269,,,560.8414,138.6948,24.72977,429.08426,2039.23303,82.22181,14.70302,3.63602,4.41643,3.28876,3.22101,9.80069,3598.86413,3599.48262,744.95533,3971.65104,5.08881,5.08925,2.31525,5.34588,-3.07524,17.20493,-13.52319,0.43973,321.82388,1.80226,0.27273,0.90674,0.58016,2.62512,104.0,358.0,0.22445,13.65587,0.16157,421.92215,75.23021,422.1466,75.27023,121.0010935
524.0,10.17994,20.57859,19.88269,,,480.18314,110.04672,22.91766,356.65575,1626.53034,65.20712,14.78036,3.38731,4.68857,3.79996,3.85312,15.39555,1342.71501,1332.22782,800.38485,1737.66384,3.48929,3.47564,2.69398,3.96943,-2.7906,19.24175,11.84604,2.38355,31.98628,1.9033,0.28307,0.80961,0.63325,2.61729,115.0,74.0,0.05929,3.52178,0.05384,370.07713,77.07,370.13641,77.08234,126.5379265
