Number of layers,Lower vertical position,Upper vertical position,Pixel size,Lower grey threshold,Upper grey threshold,Total VOI volume,Object volume,Percent object volume,Total VOI surface,Object surface,Intersection surface,Object surface / volume ratio,Object surface density,Surface convexity index,Centroid (x),Centroid (y),Centroid (z),Moment of inertia (x),Moment of inertia (y),Moment of inertia (z),Polar moment of inertia,Radius of gyration (x),Radius of gyration (y),Radius of gyration (z),Polar radius of gyration,Product of inertia (xy),Product of inertia (xz),Product of inertia (yz),Total orientation (theta),Total orientation (phi),Structure model index,Structure thickness,Structure linear density,Structure separation,Fractal dimension,Number of objects,Number of closed pores,Volume of closed pores,Surface of closed pores,Closed porosity (percent),Volume of open pore space,Open porosity (percent),Total volume of pore space,Total porosity (percent),Height
951.0,1.69003,20.57859,19.88269,,,241.94308,68.96712,28.50551,278.92958,856.01767,67.18003,12.41197,3.5381,2.88372,2.06386,2.05555,11.13096,2102.27609,2102.16412,139.43038,2171.93529,5.51805,5.5179,1.42108,5.60873,1.99972,-18.93638,-10.36501,0.63059,208.72733,1.394,0.31937,0.89256,0.63481,2.51904,50.0,184.0,0.09281,5.68111,0.13439,172.88316,71.45613,172.97597,71.49449,86.11343099999999
874.0,1.69003,19.04762,19.88269,,,213.72518,59.75168,27.95725,253.50599,752.6671,59.75185,12.59659,3.52166,3.56437,1.99562,1.99488,10.34952,1525.83663,1526.60204,116.6067,1584.52268,5.04985,5.05112,1.396,5.14605,0.10264,0.92428,3.73861,0.1565,76.10254,1.69778,0.31887,0.87675,0.60607,2.51873,58.0,103.0,0.06789,3.98994,0.11349,153.90561,72.01099,153.9735,72.04275,88.0368825
951.0,1.69003,20.57859,19.88269,,,177.66647,45.28726,25.49004,236.46862,572.69751,51.6548,12.64588,3.22344,3.08387,1.74826,1.70974,11.14676,1480.99699,1479.34233,68.55267,1514.44599,5.71519,5.712,1.22961,5.77937,-0.84814,4.40637,-5.34846,0.28146,309.45732,1.46318,0.32251,0.79036,0.736,2.44133,49.0,118.0,0.05743,3.92931,0.12665,132.32178,74.47763,132.37921,74.50996,89.11343099999999
951.0,1.69003,20.57859,19.88269,,,269.09938,67.25402,24.99226,295.69322,851.16234,62.76619,12.65593,3.163,2.79928,2.16548,2.08992,10.42816,2220.01442,2216.99107,152.58396,2294.79472,5.74228,5.73837,1.50543,5.83819,1.64799,-15.66446,-14.82543,0.59852,223.46806,1.3271,0.31906,0.78332,0.76176,2.48601,51.0,173.0,0.06344,5.09976,0.09424,201.78192,74.98416,201.84535,75.00774,91.11343099999999
877.0,1.69003,19.10727,19.88269,,,175.31203,40.74277,23.24015,227.52871,532.34512,44.86612,13.066,3.03656,3.61995,1.80629,1.74211,10.62803,1093.9696,1092.69702,66.15589,1126.41126,5.178,5.17499,1.27334,5.25422,-0.38051,-9.48138,-7.42545,0.67129,218.09607,1.66231,0.31162,0.74578,0.77591,2.42197,57.0,59.0,0.03816,2.2475,0.09358,134.5311,76.73808,134.56926,76.75985,93.03986499999999
780.0,5.08997,20.57859,19.88269,,,132.64905,30.08348,22.679,187.20408,449.28589,35.83713,14.93464,3.38703,5.36355,1.67143,1.6739,12.99338,619.22079,618.43612,41.58452,639.62072,4.53128,4.52841,1.17426,4.60531,-0.48795,0.29562,-0.39618,0.04911,306.70573,2.15481,0.28235,0.80323,0.61664,2.45924,48.0,39.0,0.0226,1.36945,0.07508,102.54297,77.30396,102.56557,77.321,97.28342799999999
742.0,1.69003,16.4231,19.88269,,,110.15407,25.85022,23.46733,165.90147,410.25381,31.60974,15.87042,3.72436,5.57999,1.51954,1.54441,9.46067,494.23504,494.19723,30.87171,509.65199,4.36653,4.36637,1.09132,4.43412,-0.3135,-2.43031,-2.20316,0.40533,222.19197,2.10958,0.27147,0.86447,0.54755,2.4732,50.0,36.0,0.01641,1.13128,0.06344,84.28744,76.51777,84.30385,76.53267,98.90565649999999
951.0,1.69003,20.57859,19.88269,,,700.03479,241.55509,34.50615,504.70633,4119.41772,101.68271,17.05374,5.88459,3.19004,3.46026,3.45994,11.16389,7280.81854,7232.9563,1394.78158,7954.27821,5.48556,5.4675,2.40095,5.73365,23.16322,138.4537,-45.00776,1.41383,342.0378,1.12235,0.23339,1.47848,0.34758,2.74841,98.0,1128.0,0.24541,25.46876,0.10149,458.2343,65.45879,458.4797,65.49385,105.11343099999999
263.0,2.78358,7.99284,19.88269,,,75.14442,19.71371,26.23444,102.94991,335.14689,18.98073,17.0007,4.46004,6.10741,2.13483,2.1497,5.5013,66.51943,67.80459,43.77822,89.05112,1.83396,1.8516,1.4878,2.12195,0.50292,0.21418,-0.92959,2.25579,282.54172,2.15547,0.25183,1.04174,0.45251,2.56075,34.0,26.0,0.00926,0.74427,0.04697,55.42144,73.75324,55.4307,73.76556,106.538821
381.0,13.02316,20.57859,19.88269,,,108.85994,25.61338,23.52875,136.31299,479.42357,22.55599,18.7177,4.40404,7.14087,2.08672,2.11818,16.94358,148.79123,148.76971,58.42015,177.99054,2.40522,2.40504,1.50712,2.63066,0.30951,0.1965,0.01891,0.12524,5.69187,2.28902,0.22917,1.0267,0.45431,2.57812,60.0,27.0,0.00693,0.61112,0.02705,83.23963,76.46488,83.24656,76.47125,107.6800875
951.0,1.69003,20.57859,19.88269,,,294.90272,67.64453,22.93791,310.81089,1340.24748,51.0824,19.81309,4.54471,7.11885,2.24503,2.23658,11.14039,2124.18372,2123.41576,167.07099,2207.33524,5.59146,5.59045,1.56812,5.69985,-0.86918,-3.01229,0.08676,0.08823,178.3242,2.1558,0.21894,1.0477,0.43642,2.62855,130.0,49.0,0.01067,1.09671,0.01577,227.24752,77.05847,227.25819,77.06209,109.11343099999999
951.0,1.69003,20.57859,19.88269,,,335.88757,122.16693,36.37138,334.1686,2413.79309,64.55903,19.75815,7.18631,2.72956,2.37878,2.37605,11.17178,3831.91143,3834.47675,339.57724,4002.98271,5.59592,5.59779,1.66584,5.71947,0.7264,1.75234,0.14695,0.02885,4.80194,0.82889,0.19407,1.87417,0.2773,2.72919,50.0,742.0,0.17228,17.02447,0.14082,213.54836,63.57733,213.72064,63.62862,110.11343099999999
610.0,1.69003,13.79859,19.88269,,,248.99107,87.18023,35.01339,246.51637,1673.74114,48.97416,19.19863,6.72209,2.79945,2.54243,2.56001,7.66482,1197.97655,1202.47992,278.0243,1339.24039,3.7039,3.71086,1.78434,3.9162,2.20501,-4.14116,9.04935,0.61611,114.6061,0.87489,0.19934,1.75644,0.30053,2.73361,42.0,557.0,0.14723,13.40095,0.1686,161.66362,64.92747,161.81085,64.98661,111.77443099999999
295.0,14.73307,20.57859,19.88269,,,72.86338,22.35715,30.68366,102.20866,455.05367,20.99302,20.35383,6.2453,6.20313,1.9906,1.98805,17.6337,85.66861,85.49393,43.69003,107.42628,1.95367,1.95168,1.39519,2.18774,-0.04506,-0.27795,-0.71956,1.05543,249.00536,1.82859,0.20271,1.51367,0.31396,2.60648,38.0,39.0,0.0091,0.93142,0.04068,50.49713,69.30385,50.50623,69.31634,114.76558299999999
951.0,1.69003,20.57859,19.88269,,,289.67029,88.72489,30.62961,308.13182,1733.88551,59.57835,19.54227,5.98572,5.80219,2.20668,2.20463,11.15169,2659.87895,2660.06238,215.80283,2767.87208,5.46569,5.46588,1.55684,5.57554,-0.43947,4.61925,12.66217,0.3159,69.96418,1.78143,0.21011,1.45781,0.33121,2.67873,86.0,182.0,0.04066,4.10077,0.04581,200.90474,69.35635,200.9454,69.37039,115.11343099999999
820.0,1.69003,17.97395,19.88269,,,315.77981,56.53995,17.90487,326.0091,1017.95538,6.62257,18.00418,3.22362,6.29711,2.1678,1.90208,9.82866,1280.10672,1282.65083,101.37645,1332.067,4.74983,4.75454,1.33667,4.84527,-0.66684,-0.90858,4.04097,0.20096,102.72758,2.09855,0.23362,0.76642,0.74404,2.6099,78.0,45.0,0.02163,1.43202,0.03824,259.21823,82.08828,259.23985,82.09513,116.983199
371.0,5.50751,12.8641,19.88269,,,316.40229,20.79439,6.57214,281.83559,253.15417,4.44183,12.17416,0.8001,4.5966,3.82425,2.91722,9.34922,119.12142,170.58318,95.3145,192.50955,2.39133,2.86163,2.13907,3.03998,-23.61458,76.18526,-30.34853,42.45404,338.47618,2.26542,0.3698,0.17772,2.49527,2.35527,24.0,16.0,0.00337,0.31143,0.0162,295.60452,93.4268,295.60789,93.42786,121.9185805
951.0,1.69003,20.57859,19.88269,,,1612.75792,397.04488,24.619,823.6156,8747.96918,135.04153,22.0327,5.42423,8.44752,5.29944,5.30294,11.38986,14110.68054,14098.10487,5463.64613,16836.21577,5.9442,5.94155,3.6988,6.49294,28.48259,-76.47241,-98.74538,0.83073,232.23749,2.30045,0.19819,1.24218,0.36339,2.77512,789.0,312.0,0.06711,6.58619,0.0169,1215.64593,75.37684,1215.71304,75.381,124.11343099999999
303.0,1.69003,7.6946,19.88269,,,425.86372,106.19179,24.93563,330.63502,2396.72476,55.38471,22.56977,5.62791,8.46891,4.80912,4.74805,4.74297,926.62265,938.68804,1205.76737,1535.53903,2.94518,2.96429,3.35964,3.79133,7.26935,4.20695,-3.03476,89.48751,25.03281,2.25139,0.19309,1.29139,0.3473,2.73774,252.0,95.0,0.01872,1.90595,0.01762,319.65321,75.05998,319.67193,75.06437,125.4692315
310.0,9.84193,15.98568,19.88269,,,435.70222,116.67287,26.77812,335.01499,2642.88027,56.23816,22.65205,6.06579,8.46161,4.81109,4.75629,13.04688,1015.36972,1026.50575,1326.20956,1684.04252,2.94124,2.95732,3.36143,3.78786,-1.09418,0.22383,12.37682,89.81203,174.23684,2.24128,0.19322,1.38585,0.31964,2.74338,275.0,67.0,0.01409,1.39545,0.01207,319.01526,73.21864,319.02935,73.22188,126.2913805
