Location,Height,Percent Difference,Error,GrainType,SSA_mCT,SSA_IC,Method,Air Temp,Snow Temp,Moisture,zscore
bogus1,0.47619047619047616,1.2977972659909291,8.076648526982602,RG,6.223351473017399,14.3,shaved,4.0,-0.1,W,-0.2436173342009461
bogus1,0.42857142857142855,0.3277898668349678,3.382102309865884,RG,10.317897690134116,13.7,shaved,4.0,-0.1,W,-0.30013175487988486
bogus1,0.42857142857142855,0.36655745418781366,3.782102309865884,RG,10.317897690134116,14.1,shaved,4.0,-0.1,W,-0.2624554744272591
bogus1,0.38095238095238093,0.12096543759241321,1.5970951613038675,RG,13.202904838696133,14.8,shaved,4.0,-0.1,W,-0.19652198363516393
bogus1,0.38095238095238093,0.07552089282515312,0.9970951613038661,RG,13.202904838696133,14.2,shaved,4.0,-0.1,W,-0.2530364043141027
bogus1,0.3333333333333333,-0.031568010466245765,0.3813852975188219,RG,12.081385297518821,11.7,shaved,4.0,-0.1,W,-0.4885131571430135
bogus1,0.3333333333333333,0.042926757959427665,0.5186147024811785,RG,12.081385297518821,12.6,shaved,4.0,-0.1,W,-0.40374152612460557
bogus1,0.23809523809523808,0.025461973162110896,0.29795710220551364,RG,11.702042897794486,12.0,shaved,4.0,-0.1,W,-0.46025594680354415
bogus1,0.23809523809523808,0.034007489605128456,0.3979571022055133,RG,11.702042897794486,12.1,shaved,4.0,-0.1,W,-0.45083687669038774
bogus1,0.19047619047619047,0.03746313429439269,0.48026736531154235,RG,12.819732634688458,13.3,shaved,4.0,-0.1,W,-0.3378080353325104
bogus1,0.19047619047619047,-0.017140188563207006,0.21973263468845872,RG,12.819732634688458,12.6,shaved,4.0,-0.1,W,-0.40374152612460557
bogus1,0.14285714285714285,-0.23501682975112348,3.1029048386961335,RG,13.202904838696133,10.1,shaved,4.0,-0.1,W,-0.6392182789535164
bogus1,0.14285714285714285,-0.10625728624388675,1.4029048386961325,RG,13.202904838696133,11.8,shaved,4.0,-0.1,W,-0.47909408702985695
bogus1,0.14285714285714285,-0.1441277402166034,1.9029048386961325,RG,13.202904838696133,11.3,shaved,4.0,-0.1,W,-0.5261894375956391
bogus1,0.09523809523809523,-0.11108608128399731,1.2496832251705126,RG,11.249683225170513,10.0,shaved,4.0,-0.1,W,-0.6486373490666728
bogus1,0.09523809523809523,-0.29775800421435783,3.349683225170512,RG,11.249683225170513,7.9,shaved,4.0,-0.1,W,-0.8464378214429579
bogus1,0.047619047619047616,0.3223805211209798,2.1940921268480915,RG,6.8059078731519085,9.0,shaved,4.0,-0.1,W,-0.7428280501982372
bogus1,0.047619047619047616,0.42523233943038924,2.894092126848091,RG,6.8059078731519085,9.7,shaved,4.0,-0.1,W,-0.6768945594061422
clebp1,1.0,0.48784245661026093,10.000517770216145,PP,20.499482229783855,30.5,compacted,-4.5,,M,1.282272024130396
clebp1,1.0,0.49759880058803313,10.200517770216145,PP,20.499482229783855,30.7,compacted,-4.5,,M,1.3011101643567087
clebp1,1.0,0.4488170806991721,9.200517770216145,PP,20.499482229783855,29.7,compacted,-4.5,,M,1.2069194632251445
clebp1,1.0,0.5073551445658053,10.400517770216144,PP,20.499482229783855,30.9,compacted,-4.5,,M,1.3199483045830216
